path,top,stem,n_rows,workload_label,gpu_name,run_id,threeway,ncols,has_nvlink,schema_key
data/adversarial_L_ddp_10_gpu4_NVIDIA_H200_4f087fae7c56_20260412_233011.parquet,data,adversarial_L_ddp_10_gpu4_NVIDIA_H200_4f087fae7c56_20260412_233011,319,adversarial_L_ddp_10,NVIDIA H200,1be03b74083f,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu5_NVIDIA_A100_SXM4_80GB_a3adf2258b52_20260412_063635.parquet,data,adversarial_L_ddp_10_gpu5_NVIDIA_A100_SXM4_80GB_a3adf2258b52_20260412_063635,425,adversarial_L_ddp_10,NVIDIA A100-SXM4-80GB,d43840029af7,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu5_NVIDIA_B200_740abd236207_20260413_000621.parquet,data,adversarial_L_ddp_10_gpu5_NVIDIA_B200_740abd236207_20260413_000621,425,adversarial_L_ddp_10,NVIDIA B200,713b37fadb7e,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu5_NVIDIA_H200_4f087fae7c56_20260412_233011.parquet,data,adversarial_L_ddp_10_gpu5_NVIDIA_H200_4f087fae7c56_20260412_233011,319,adversarial_L_ddp_10,NVIDIA H200,8b9c6d70c708,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu6_NVIDIA_A100_SXM4_80GB_a3adf2258b52_20260412_063635.parquet,data,adversarial_L_ddp_10_gpu6_NVIDIA_A100_SXM4_80GB_a3adf2258b52_20260412_063635,425,adversarial_L_ddp_10,NVIDIA A100-SXM4-80GB,952da4fc9e7d,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu6_NVIDIA_B200_740abd236207_20260413_000621.parquet,data,adversarial_L_ddp_10_gpu6_NVIDIA_B200_740abd236207_20260413_000621,425,adversarial_L_ddp_10,NVIDIA B200,f694819a0f56,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu6_NVIDIA_H200_4f087fae7c56_20260412_233011.parquet,data,adversarial_L_ddp_10_gpu6_NVIDIA_H200_4f087fae7c56_20260412_233011,319,adversarial_L_ddp_10,NVIDIA H200,c5d999256c76,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu7_NVIDIA_A100_SXM4_80GB_a3adf2258b52_20260412_063635.parquet,data,adversarial_L_ddp_10_gpu7_NVIDIA_A100_SXM4_80GB_a3adf2258b52_20260412_063635,425,adversarial_L_ddp_10,NVIDIA A100-SXM4-80GB,e3c78b451142,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu7_NVIDIA_B200_740abd236207_20260413_000621.parquet,data,adversarial_L_ddp_10_gpu7_NVIDIA_B200_740abd236207_20260413_000621,425,adversarial_L_ddp_10,NVIDIA B200,2a3ab6c00b99,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_10_gpu7_NVIDIA_H200_4f087fae7c56_20260412_233011.parquet,data,adversarial_L_ddp_10_gpu7_NVIDIA_H200_4f087fae7c56_20260412_233011,319,adversarial_L_ddp_10,NVIDIA H200,11187b76f751,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu0_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu0_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,322,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,9a5616bdf43d,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu0_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu0_NVIDIA_B200_a9a551652c04_20260412_235905,324,adversarial_L_ddp_5,NVIDIA B200,cb626807538a,ml_training,25,0,dcgm_gpu_temp|dcgm_gpu_util|dcgm_mem_clock|dcgm_power_usage|dcgm_sm_clock|decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu0_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu0_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,2469ac4038b0,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu1_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu1_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,322,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,65dd17af5ecf,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu1_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu1_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,91bcd99d62f0,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu1_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu1_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,065f1a124c20,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu2_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu2_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,322,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,3f73a341753b,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu2_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu2_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,a109a5a212d3,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu2_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu2_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,599aad66bb86,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu3_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu3_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,322,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,5b33451f9f4e,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu3_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu3_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,352da7784195,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu3_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu3_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,ca12a3c4196c,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu4_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu4_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,321,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,3e6b6d019ba3,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu4_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu4_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,ed88406c949e,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu4_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu4_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,9db92cf56b89,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu5_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu5_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,321,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,6d0a969afaab,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu5_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu5_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,e4c974633ec3,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu5_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu5_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,64b799996461,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu6_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu6_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,321,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,3e21bb4aa95b,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu6_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu6_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,8a7a4a4fab36,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu6_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu6_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,5d58c766bc38,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu7_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919.parquet,data,adversarial_L_ddp_5_gpu7_NVIDIA_A100_SXM4_80GB_eb1c85843b4a_20260412_062919,321,adversarial_L_ddp_5,NVIDIA A100-SXM4-80GB,cee64914351a,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu7_NVIDIA_B200_a9a551652c04_20260412_235905.parquet,data,adversarial_L_ddp_5_gpu7_NVIDIA_B200_a9a551652c04_20260412_235905,323,adversarial_L_ddp_5,NVIDIA B200,703d8d45fb36,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_5_gpu7_NVIDIA_H200_7f7c7caec1c9_20260412_232441.parquet,data,adversarial_L_ddp_5_gpu7_NVIDIA_H200_7f7c7caec1c9_20260412_232441,425,adversarial_L_ddp_5,NVIDIA H200,c663abd2105f,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu0_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206.parquet,data,adversarial_L_ddp_stagger_5_gpu0_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206,321,adversarial_L_ddp_stagger_5,NVIDIA A100-SXM4-80GB,af8ffe2d6339,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu0_NVIDIA_B200_2739e0598ddb_20260413_001154.parquet,data,adversarial_L_ddp_stagger_5_gpu0_NVIDIA_B200_2739e0598ddb_20260413_001154,322,adversarial_L_ddp_stagger_5,NVIDIA B200,a5853f1c9d41,ml_training,25,0,dcgm_gpu_temp|dcgm_gpu_util|dcgm_mem_clock|dcgm_power_usage|dcgm_sm_clock|decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu0_NVIDIA_H200_9018a40f5999_20260412_233540.parquet,data,adversarial_L_ddp_stagger_5_gpu0_NVIDIA_H200_9018a40f5999_20260412_233540,319,adversarial_L_ddp_stagger_5,NVIDIA H200,fb7571bcb376,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu1_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206.parquet,data,adversarial_L_ddp_stagger_5_gpu1_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206,320,adversarial_L_ddp_stagger_5,NVIDIA A100-SXM4-80GB,7bb8b7769ffe,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu1_NVIDIA_B200_2739e0598ddb_20260413_001154.parquet,data,adversarial_L_ddp_stagger_5_gpu1_NVIDIA_B200_2739e0598ddb_20260413_001154,322,adversarial_L_ddp_stagger_5,NVIDIA B200,14ef111e607c,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu1_NVIDIA_H200_9018a40f5999_20260412_233540.parquet,data,adversarial_L_ddp_stagger_5_gpu1_NVIDIA_H200_9018a40f5999_20260412_233540,319,adversarial_L_ddp_stagger_5,NVIDIA H200,29206c5b9423,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu2_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206.parquet,data,adversarial_L_ddp_stagger_5_gpu2_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206,320,adversarial_L_ddp_stagger_5,NVIDIA A100-SXM4-80GB,6496593c9bb6,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu2_NVIDIA_B200_2739e0598ddb_20260413_001154.parquet,data,adversarial_L_ddp_stagger_5_gpu2_NVIDIA_B200_2739e0598ddb_20260413_001154,322,adversarial_L_ddp_stagger_5,NVIDIA B200,fb4095176ba5,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu2_NVIDIA_H200_9018a40f5999_20260412_233540.parquet,data,adversarial_L_ddp_stagger_5_gpu2_NVIDIA_H200_9018a40f5999_20260412_233540,319,adversarial_L_ddp_stagger_5,NVIDIA H200,8f6dc72d496d,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_L_ddp_stagger_5_gpu3_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206.parquet,data,adversarial_L_ddp_stagger_5_gpu3_NVIDIA_A100_SXM4_80GB_8e9728362385_20260412_064206,320,adversarial_L_ddp_stagger_5,NVIDIA A100-SXM4-80GB,04a90bf42cdb,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
